numPNsPerKC,numPNKCsynapsesPerKC,meanWPerKC,PNDistToPedPerKC,numAPLKCsynapsesPerKC,KCindex,bodyId,subtype
6,85,14.1666666666667,68.733109375,16,1245,5812980594,KCab-c_R
4,37,9.25,63.73208046875,12,1246,5812980597,KCab-c_R
7,100,14.2857142857143,54.8749123883929,12,1247,5812980599,KCab-m_R
3,22,7.33333333333333,63.91684765625,10,1248,5812980600,KCab-c_R
4,96,24,67.9298974609375,6,1249,5812980611,KCab-s_R
4,96,24,49.87665625,13,1250,5812980615,KCab-m_R
5,72,14.4,74.0341640625,8,1251,5812980618,KCab-s_R
3,72,24,61.363515625,8,1252,5812980624,KCab-m_R
9,207,23,64.4807721354167,22,1253,5812980638,KCg-m_R
5,82,16.4,64.66283828125,9,1255,5812980787,KCab-m_R
9,178,19.7777777777778,58.9824442471591,25,1257,5812980796,KCg-m_R
2,19,9.5,60.6328346354167,6,1258,5812980799,KCab-c_R
5,92,18.4,75.79825703125,17,1259,5812980802,KCab-c_R
2,31,15.5,66.005818359375,6,1260,5812980803,KCab-c_R
5,76,15.2,57.81984765625,4,1261,5812980806,KCab-m_R
5,72,14.4,107.1504203125,7,1262,5812980811,KCab-s_R
7,162,23.1428571428571,60.2747890625,26,1263,5812980813,KCg-m_R
2,40,20,53.11291796875,11,1264,5812980892,KCab-m_R
4,66,16.5,75.4725361328125,15,1265,5812980931,KCab-s_R
8,157,19.625,61.2339235839844,23,1266,5812980934,KCg-m_R
5,95,19,72.92576015625,5,1269,5812980944,KCab-s_R
6,104,17.3333333333333,55.681751953125,14,1270,5812980947,KCab-m_R
5,81,16.2,77.70311875,12,1271,5812980965,KCab-c_R
6,111,18.5,99.2292916666667,29,1272,5812980973,KCg-m_R
7,166,23.7142857142857,57.64008203125,28,1273,5812980992,KCg-m_R
5,91,18.2,73.23729765625,22,1274,5812981038,KCg-m_R
3,59,19.6666666666667,63.9843619791667,9,1275,5812981039,KCab-m_R
3,75,25,65.5737799479167,13,1276,5812981042,KCab-m_R
6,93,15.5,68.5754329427083,12,1278,5812981068,KCa'b'-ap2_R
6,82,13.6666666666667,40.8928294270833,11,1279,5812981071,KCa'b'-m_R
5,52,10.4,59.318559375,7,1280,5812981072,KCa'b'-m_R
5,81,16.2,75.32713203125,7,1281,5812981086,KCab-s_R
4,86,21.5,65.1755107421875,8,1282,5812981104,KCab-m_R
7,88,12.5714285714286,72.89804296875,11,1283,5812981106,KCab-s_R
3,64,21.3333333333333,71.6247018229167,14,1284,5812981109,KCab-c_R
4,83,20.75,61.9305986328125,11,1285,5812981127,KCab-m_R
4,80,20,62.6270947265625,8,1286,5812981136,KCab-s_R
8,191,23.875,50.3458569335938,19,1287,5812981141,KCg-m_R
7,138,19.7142857142857,54.90880078125,27,1288,5812981142,KCg-m_R
7,128,18.2857142857143,51.5215825892857,26,1289,5812981148,KCg-m_R
7,188,26.8571428571429,72.4585452008929,26,1290,5812981153,KCg-m_R
7,144,20.5714285714286,61.0525452008929,27,1291,5812981154,KCg-m_R
9,197,21.8888888888889,86.3001041666667,28,1292,5812981160,KCg-m_R
9,197,21.8888888888889,62.7396857638889,24,1294,5812981227,KCg-m_R
4,73,18.25,66.70661640625,19,1295,5812981270,KCa'b'-ap2_R
6,49,8.16666666666667,69.090033203125,14,1296,5812981274,KCa'b'-ap2_R
2,33,16.5,57.061669921875,8,1297,5812981275,KCa'b'-ap2_R
4,94,23.5,65.2912646484375,12,1298,5812981277,KCa'b'-ap2_R
5,85,17,70.46705078125,11,1299,5812981279,KCa'b'-ap2_R
2,52,26,56.2369453125,7,1300,5812981290,KCa'b'-ap2_R
3,63,21,78.6733776041667,12,1301,5812981308,KCa'b'-m_R
2,48,24,45.040759765625,10,1302,5812981318,KCa'b'-ap2_R
4,66,16.5,58.8483876953125,12,1303,5812981320,KCa'b'-ap2_R
7,71,10.1428571428571,70.6604927455357,9,1304,5812981322,KCa'b'-ap2_R
5,85,17,65.64853046875,8,1305,5812981327,KCa'b'-ap2_R
5,87,17.4,74.0283625,19,1307,5812981333,KCa'b'-ap2_R
5,67,13.4,76.38705,14,1312,5812981361,KCa'b'-ap2_R
3,36,12,81.1631223958333,11,1313,5812981373,KCa'b'-ap2_R
6,73,12.1666666666667,106.594657552083,13,1314,5812981379,KCab-s_R
4,92,23,69.6160439453125,8,1315,5812981390,KCab-m_R
3,72,24,70.47255859375,14,1316,5812981399,KCa'b'-m_R
6,102,17,55.3059934895833,12,1317,5812981400,KCa'b'-m_R
5,90,18,63.24422421875,17,1318,5812981401,KCa'b'-m_R
8,147,18.375,66.784736328125,23,1319,5812981432,KCg-m_R
8,161,20.125,62.5211791992188,27,1320,5812981441,KCg-m_R
5,165,33,85.8720625,20,1321,5812981467,KCg-m_R
6,63,10.5,52.81283984375,11,1322,5812981553,KCa'b'-m_R
4,70,17.5,62.4839287109375,17,1323,5812981563,KCa'b'-ap2_R
5,45,9,56.1663734375,10,1324,5812981564,KCa'b'-m_R
4,54,13.5,58.4850576171875,10,1325,5812981569,KCa'b'-m_R
5,55,11,57.0070006510417,5,1326,5812981570,KCa'b'-m_R
5,55,11,85.29270859375,6,1327,5812981578,KCa'b'-m_R
5,57,11.4,48.6976734375,9,1328,5812981581,KCa'b'-ap2_R
4,70,17.5,88.914615234375,15,1329,5812981582,KCa'b'-ap2_R
3,51,17,67.0306904296875,16,1330,5812981586,KCa'b'-ap2_R
4,61,15.25,60.039978125,14,1331,5812981590,KCa'b'-m_R
5,51,10.2,79.4754359375,9,1332,5812981602,KCa'b'-ap2_R
5,70,14,84.54090625,12,1333,5812981607,KCab-s_R
9,188,20.8888888888889,74.6174505208333,28,1334,5812981616,KCg-m_R
6,79,13.1666666666667,81.955646484375,9,1335,5812981618,KCab-s_R
4,74,18.5,49.5180185546875,12,1336,5812981619,KCab-m_R
4,70,17.5,69.27338671875,11,1338,5812981654,KCab-c_R
5,98,19.6,67.716259375,10,1339,5812981667,KCab-m_R
3,74,24.6666666666667,54.495328125,10,1340,5812981669,KCab-m_R
5,72,14.4,84.8341046875,6,1341,5812981670,KCab-s_R
3,59,19.6666666666667,57.99201171875,13,1342,5812981671,KCab-m_R
6,90,15,81.5220651041667,8,1343,5812981673,KCab-s_R
5,113,22.6,93.9942359375,12,1344,5812981676,KCab-s_R
6,81,13.5,80.4730455729167,13,1345,5812981679,KCab-s_R
4,72,18,71.1836220703125,10,1347,5812981689,KCa'b'-m_R
5,77,15.4,50.63784609375,7,1348,5812981690,KCab-m_R
6,121,20.1666666666667,55.0588131510417,23,1349,5812981702,KCg-m_R
6,188,31.3333333333333,57.3773080357143,26,1350,5812981703,KCg-m_R
8,169,21.125,82.9655361328125,24,1351,5812981704,KCg-m_R
8,236,29.5,55.9405297851563,23,1352,5812981706,KCg-m_R
7,186,26.5714285714286,83.213359375,35,1353,5812981717,KCg-m_R
6,82,13.6666666666667,63.7778561197917,12,1354,5812981796,KCa'b'-m_R
5,94,18.8,67.94797421875,15,1355,5812981797,KCa'b'-m_R
6,93,15.5,52.561833984375,17,1356,5812981800,KCa'b'-m_R
4,73,18.25,65.8068603515625,9,1357,5812981816,KCa'b'-m_R
5,77,15.4,65.217796875,8,1358,5812981853,KCab-m_R
7,164,23.4285714285714,89.1733275669643,33,1360,5812981924,KCg-m_R
11,194,17.6363636363636,72.4638644831731,23,1361,5812981932,KCg-m_R
7,92,13.1428571428571,60.5612388392857,7,1362,5812981943,KCab-s_R
5,78,15.6,59.674784375,11,1363,5812981944,KCab-s_R
6,128,21.3333333333333,56.29501171875,15,1364,5812981950,KCab-m_R
7,174,24.8571428571429,49.4142706473214,26,1365,5812981951,KCg-m_R
5,91,18.2,57.83371015625,12,1366,5812981960,KCa'b'-m_R
4,117,29.25,64.687666015625,11,1367,5812981961,KCa'b'-ap2_R
3,39,13,75.77600390625,13,1368,5812981965,KCab-c_R
6,56,9.33333333333333,70.622103515625,6,1369,5812981970,KCab-c_R
5,99,19.8,69.458553125,7,1370,5812981971,KCab-s_R
5,84,16.8,62.9732734375,6,1371,5812981978,KCa'b'-m_R
8,131,16.375,74.7422021484375,29,1372,5812981986,KCg-m_R
5,113,22.6,43.7274875,28,1374,5812981990,KCg-m_R
4,83,20.75,91.45521484375,27,1375,5812982000,KCg-m_R
4,68,17,58.046921875,15,1376,5812982012,KCab-m_R
9,131,14.5555555555556,60.7078324652778,28,1377,5812982017,KCg-m_R
5,77,15.4,55.9065540364583,14,1379,5812982086,KCa'b'-m_R
3,24,8,60.92000390625,12,1380,5812982087,KCa'b'-m_R
5,76,15.2,48.4313294270833,7,1381,5812982088,KCa'b'-m_R
4,92,23,61.867091796875,12,1382,5812982145,KCa'b'-m_R
7,87,12.4285714285714,83.4518537946429,18,1383,5812982149,KCa'b'-m_R
4,114,28.5,58.892427734375,20,1384,5812982154,KCg-m_R
4,78,19.5,70.505904296875,7,1385,5812982162,KCab-m_R
11,178,16.1818181818182,71.42663671875,22,1386,5812982168,KCg-m_R
4,77,19.25,52.802232421875,8,1387,5812982177,KCab-m_R
5,108,21.6,54.98724453125,7,1388,5812982192,KCab-m_R
5,58,11.6,63.76433828125,12,1389,5812982204,KCab-c_R
7,105,15,57.9930336914063,29,1390,5812982205,KCg-m_R
2,59,29.5,71.9237265625,12,1391,5812982211,KCab-m_R
7,148,21.1428571428571,63.2844501953125,27,1392,5812982216,KCg-m_R
9,158,17.5555555555556,67.5131076388889,28,1393,5812982220,KCg-m_R
6,114,19,61.5015885416667,21,1394,5812982252,KCg-m_R
5,103,20.6,48.66744375,21,1395,5812982273,KCg-m_R
4,67,16.75,63.963236328125,8,1396,5812982316,KCab-m_R
6,159,26.5,52.2787018229167,30,1397,5812982328,KCg-m_R
5,85,17,69.990690625,9,1398,5812982329,KCa'b'-m_R
8,150,18.75,47.1928391113281,21,1400,5812982371,KCg-m_R
5,94,18.8,66.09605078125,13,1401,5812982372,KCab-m_R
6,92,15.3333333333333,77.6248515625,13,1402,5812982374,KCab-s_R
5,95,19,59.8447734375,12,1403,5812982388,KCab-m_R
5,96,19.2,74.57580078125,15,1404,5812982389,KCab-m_R
5,99,19.8,72.77093359375,9,1405,5812982390,KCab-m_R
3,63,21,61.1862044270833,10,1406,5812982397,KCa'b'-m_R
7,164,23.4285714285714,79.9167912946429,23,1407,5812982403,KCg-m_R
5,90,18,64.0547057291667,28,1408,5812982420,KCg-m_R
7,155,22.1428571428571,56.7900078125,20,1409,5812982421,KCg-m_R
4,100,25,49.6203525390625,21,1410,5812982422,KCg-m_R
4,84,21,71.0271552734375,16,1411,5812982426,KCab-m_R
8,92,11.5,84.38872265625,13,1412,5812982429,KCa'b'-m_R
6,135,22.5,85.2898697916667,34,1413,5812982436,KCg-m_R
6,94,15.6666666666667,76.6880084635417,28,1414,5812982437,KCg-m_R
5,139,27.8,106.0513765625,19,1415,5812982442,KCg-m_R
6,87,14.5,85.0686341145833,11,1416,5812982466,KCab-s_R
7,92,13.1428571428571,51.88303125,11,1417,5812982470,KCab-m_R
6,61,10.1666666666667,78.480908203125,17,1418,5812982471,KCab-s_R
4,90,22.5,58.173537109375,5,1419,5812982490,KCab-s_R
8,161,20.125,55.0712019042969,25,1420,5812982492,KCg-m_R
7,141,20.1428571428571,77.6286657366071,25,1421,5812982505,KCg-m_R
9,160,17.7777777777778,51.4260711805556,29,1422,5812982506,KCg-m_R
6,95,15.8333333333333,85.494775390625,16,1423,5812982514,KCab-s_R
4,60,15,77.3625125,8,1424,5812982520,KCab-c_R
6,68,11.3333333333333,65.9871953125,14,1425,5812982521,KCab-c_R
8,184,23,64.9542895507813,22,1426,5812982529,KCg-m_R
7,174,24.8571428571429,80.5014123883929,30,1427,5812982530,KCg-m_R
6,100,16.6666666666667,80.5274661458333,29,1428,5812982532,KCg-m_R
7,166,23.7142857142857,93.8545055803571,22,1431,5812982562,KCg-m_R
8,131,16.375,103.908175292969,20,1432,5812982577,KCg-m_R
5,124,24.8,68.5562171875,24,1433,5812982578,KCg-m_R
6,138,23,66.3663671875,22,1435,5812982589,KCg-m_R
9,187,20.7777777777778,49.435596484375,14,1436,5812982594,KCg-m_R
6,128,21.3333333333333,58.7199324776786,16,1437,5812982602,KCg-m_R
4,110,27.5,76.00896953125,32,1438,5812982610,KCg-m_R
7,143,20.4285714285714,73.8903895089286,20,1439,5812982620,KCg-m_R
3,61,20.3333333333333,55.2990572916667,12,1441,5812982692,KCa'b'-m_R
6,60,10,56.5158020833333,12,1442,5812982694,KCa'b'-m_R
7,82,11.7142857142857,60.4614263392857,5,1443,5812982706,KCa'b'-m_R
4,50,12.5,62.4084970703125,11,1444,5812982725,KCa'b'-m_R
4,25,6.25,87.3620765625,10,1445,5812982760,KCab-c_R
6,102,17,59.11867578125,9,1446,5812982761,KCab-m_R
8,179,22.375,58.8332080078125,25,1447,5812982766,KCg-m_R
7,97,13.8571428571429,73.3920599888393,8,1450,5812982802,KCab-s_R
3,68,22.6666666666667,40.7952610677083,22,1451,5812982803,KCg-m_R
5,76,15.2,57.2287288411458,18,1453,5812982825,KCg-m_R
10,148,14.8,58.185132421875,25,1455,5812982832,KCg-m_R
8,170,21.25,73.7688246527778,26,1456,5812982837,KCg-m_R
8,111,13.875,91.10992578125,13,1457,5812982871,KCg-m_R
5,128,25.6,31.2355779296875,29,1458,5812982872,KCg-m_R
6,148,24.6666666666667,56.9566166294643,25,1460,5812982875,KCg-m_R
7,163,23.2857142857143,68.0864782366071,22,1461,5812982876,KCg-m_R
5,91,18.2,82.39016875,12,1463,5812982925,KCa'b'-ap2_R
4,115,28.75,70.03341015625,38,1464,5812982999,KCg-m_R
6,146,24.3333333333333,52.155064453125,21,1465,5812983003,KCg-m_R
8,158,19.75,57.9400361328125,19,1467,5812983009,KCg-m_R
5,86,17.2,59.327846875,8,1468,5812983012,KCab-s_R
4,81,20.25,63.909201171875,11,1469,5812983023,KCab-m_R
4,89,22.25,52.4578662109375,10,1470,5812983028,KCab-m_R
4,80,20,63.6344052734375,7,1471,5812983038,KCab-m_R
6,178,29.6666666666667,61.4020768229167,20,1472,5812983042,KCg-m_R
2,68,34,61.162416015625,27,1473,5812983043,KCg-m_R
9,164,18.2222222222222,65.5332569444444,21,1474,5812983101,KCg-m_R
4,62,15.5,59.086646484375,7,1475,5812983106,KCab-m_R
6,73,12.1666666666667,60.766921875,10,1476,5812983107,KCab-m_R
4,55,13.75,64.8591357421875,16,1477,5812983112,KCa'b'-m_R
5,101,20.2,70.76092890625,7,1478,5812983114,KCab-s_R
4,64,16,71.543689453125,16,1479,5812983131,KCab-m_R
4,78,19.5,74.52312890625,13,1480,5812983133,KCab-c_R
6,106,17.6666666666667,47.29116796875,23,1482,5812983147,KCg-m_R
10,180,18,64.609017578125,28,1483,5812983152,KCg-m_R
5,77,15.4,64.5650171875,12,1484,5812983166,KCab-c_R
3,68,22.6666666666667,53.9488138020833,11,1485,5812983174,KCa'b'-m_R
7,129,18.4285714285714,52.8751049107143,23,1486,5812983192,KCg-m_R
8,177,22.125,42.8015395507812,27,1488,5812983200,KCg-m_R
3,73,24.3333333333333,64.2031953125,8,1489,5812983206,KCab-m_R
6,90,15,65.6426419270833,4,1490,5812983213,KCab-s_R
5,72,14.4,68.566615625,10,1491,5812983268,KCab-s_R
5,100,20,57.2575390625,13,1492,5812983272,KCab-m_R
4,64,16,44.281607421875,18,1494,5812983302,KCab-c_R
5,75,15,77.77523359375,6,1495,5812983303,KCab-s_R
3,23,7.66666666666667,56.69942578125,4,1496,5812983309,KCab-c_R
9,115,12.7777777777778,49.0395230034722,26,1497,5812983310,KCg-m_R
5,46,9.2,65.1399328125,10,1498,5812983319,KCab-c_R
2,75,37.5,38.8101484375,30,1499,5812983321,KCg-m_R
8,146,18.25,91.3706235351563,21,1500,5812983322,KCg-m_R
4,92,23,66.24140234375,22,1501,5812983323,KCg-m_R
4,45,11.25,68.0005671875,11,1502,5812983328,KCab-c_R
7,169,24.1428571428571,60.4549603794643,19,1503,5812983330,KCg-m_R
3,73,24.3333333333333,28.0149075520833,14,1504,5812983337,KCg-m_R
4,83,20.75,53.4634443359375,9,1505,5812983345,KCab-m_R
4,70,17.5,50.0288515625,17,1506,5812983346,KCab-m_R
5,80,16,54.44207578125,11,1507,5812983423,KCab-m_R
5,67,13.4,78.826834375,11,1508,5812983427,KCab-c_R
5,50,10,52.845380859375,9,1510,5812983451,KCa'b'-ap2_R
4,50,12.5,69.3615140625,7,1511,5812983454,KCab-s_R
4,52,13,58.8525810546875,7,1512,5812983455,KCab-m_R
6,96,16,53.476169921875,10,1513,5812983544,KCa'b'-ap2_R
3,23,7.66666666666667,45.2982467447917,6,1514,5812983569,KCa'b'-ap2_R
6,33,5.5,67.7109049479167,10,1516,5812983575,KCab-c_R
2,25,12.5,64.293873046875,11,1517,5812983576,KCab-c_R
5,65,13,79.449634375,14,1518,5812983578,KCab-c_R
2,22,11,61.683529296875,9,1519,5812983579,KCab-c_R
5,59,11.8,58.45944140625,18,1520,5812983608,KCab-c_R
7,145,20.7142857142857,90.3857751116071,25,1523,5812983657,KCg-m_R
7,121,17.2857142857143,77.9510228794643,17,1524,5812983658,KCg-m_R
10,151,15.1,54.4384013671875,23,1525,5812983673,KCg-m_R
3,35,11.6666666666667,73.7979036458333,5,1526,5812983745,KCab-c_R
6,90,15,52.1715709635417,7,1528,5812983851,KCab-m_R
6,82,13.6666666666667,69.12802734375,9,1529,5812983861,KCab-m_R
4,48,12,50.5874794921875,8,1530,5812983866,KCa'b'-m_R
6,59,9.83333333333333,73.168427734375,10,1531,5812983869,KCa'b'-ap2_R
4,35,8.75,63.720959375,11,1532,5812983871,KCa'b'-ap2_R
7,64,9.14285714285714,79.9148883928572,15,1533,5812983898,KCa'b'-ap2_R
4,58,14.5,69.54908984375,11,1534,5812983899,KCa'b'-ap2_R
3,51,17,52.925896484375,10,1536,5812984045,KCa'b'-ap2_R
8,154,19.25,53.0931740722656,25,1537,5812987762,KCg-m_R
8,128,16,50.6696169433594,24,1538,5812989173,KCg-m_R
3,77,25.6666666666667,62.1424114583333,12,1540,5813011555,KCab-m_R
3,71,23.6666666666667,100.143736979167,7,1541,5813019609,KCab-s_R
6,92,15.3333333333333,79.7159622395833,12,1542,5813019763,KCab-s_R
4,65,16.25,77.54346875,20,1543,5813019770,KCab-c_R
4,83,20.75,76.3770595703125,14,1544,5813019772,KCab-c_R
8,102,12.75,78.8174565429688,19,1545,5813019774,KCab-c_R
6,151,25.1666666666667,71.13583203125,25,1546,5813019779,KCg-m_R
7,155,22.1428571428571,68.6431796875,24,1547,5813019801,KCg-m_R
8,151,18.875,63.0096772460938,24,1548,5813019917,KCg-m_R
8,181,22.625,53.5641518554688,23,1549,5813019982,KCg-m_R
5,82,16.4,69.169390625,10,1551,5813020046,KCa'b'-ap2_R
5,80,16,102.27005,9,1552,5813020047,KCa'b'-ap2_R
3,38,12.6666666666667,70.7691979166667,4,1553,5813020052,KCa'b'-ap2_R
4,76,19,89.21026171875,12,1554,5813020057,KCa'b'-ap2_R
5,138,27.6,86.80485234375,20,1556,5813020089,KCg-m_R
8,200,25,59.8515,23,1557,5813020132,KCg-m_R
5,113,22.6,86.7621223958333,16,1558,5813020271,KCa'b'-ap2_R
4,72,18,61.812876953125,13,1559,5813020274,KCab-m_R
3,57,19,65.6756471354167,12,1560,5813020830,KCab-m_R
7,115,16.4285714285714,61.78293359375,9,1561,5813020831,KCab-s_R
4,51,12.75,85.5687626953125,15,1562,5813021016,KCab-c_R
3,61,20.3333333333333,65.8361341145833,12,1563,5813021017,KCab-c_R
4,77,19.25,69.052556640625,5,1564,5813021019,KCab-m_R
4,46,11.5,67.5180224609375,15,1565,5813021023,KCab-c_R
4,38,9.5,62.8033994140625,11,1567,5813021135,KCab-c_R
5,75,15,54.614207421875,5,1568,5813021174,KCa'b'-m_R
7,79,11.2857142857143,54.3538671875,8,1569,5813021251,KCab-s_R
5,52,10.4,69.215696875,5,1570,5813021263,KCab-s_R
7,151,21.5714285714286,49.0133384486607,21,1571,5813021273,KCg-m_R
9,161,17.8888888888889,76.8474578993055,22,1572,5813021275,KCg-m_R
5,126,25.2,64.1180515625,15,1573,5813021277,KCab-m_R
8,195,24.375,67.355501953125,22,1574,5813021289,KCg-m_R
5,55,11,82.8324359375,14,1575,5813021292,KCab-c_R
9,226,25.1111111111111,73.9047022569444,29,1576,5813021294,KCg-m_R
6,133,22.1666666666667,65.7597897135417,29,1577,5813021296,KCg-m_R
6,82,13.6666666666667,81.8469915364583,9,1578,5813021301,KCab-s_R
7,99,14.1428571428571,67.7720864955357,8,1579,5813021303,KCab-s_R
5,63,12.6,63.12748828125,10,1580,5813021304,KCab-s_R
7,97,13.8571428571429,55.8249614955357,8,1581,5813021311,KCab-m_R
2,43,21.5,50.648779296875,4,1582,5813021312,KCab-m_R
4,73,18.25,58.4722177734375,9,1583,5813021313,KCab-m_R
4,69,17.25,65.6760734375,7,1584,5813021314,KCab-m_R
2,57,28.5,64.874701171875,5,1585,5813021315,KCab-m_R
7,46,6.57142857142857,80.4650982142857,11,1586,5813021316,KCab-c_R
6,93,15.5,63.7063541666667,14,1587,5813021319,KCab-m_R
5,113,22.6,62.859315625,10,1588,5813021326,KCab-m_R
9,179,19.8888888888889,55.8908899739583,32,1589,5813021332,KCg-m_R
4,99,24.75,56.3852856445313,23,1590,5813021341,KCg-m_R
7,162,23.1428571428571,55.6827109375,16,1591,5813021363,KCg-m_R
7,122,17.4285714285714,53.7149938616071,20,1592,5813021379,KCg-m_R
7,195,27.8571428571429,51.60662890625,22,1593,5813021380,KCg-m_R
9,198,22,58.3719249131944,29,1594,5813021382,KCg-m_R
5,72,14.4,85.53572265625,10,1595,5813021386,KCab-s_R
5,65,13,70.0803046875,17,1596,5813021397,KCab-c_R
5,84,16.8,71.8608546875,6,1597,5813021399,KCab-s_R
6,95,15.8333333333333,65.9995501302083,9,1598,5813021400,KCab-m_R
6,91,15.1666666666667,77.1076165364583,12,1599,5813021401,KCab-s_R
2,99,49.5,57.988197265625,16,1600,5813021404,KCab-m_R
4,49,12.25,79.97514453125,18,1601,5813021411,KCab-c_R
5,124,24.8,67.4202203125,28,1602,5813021415,KCg-m_R
3,100,33.3333333333333,55.9359752604167,11,1603,5813021441,KCab-m_R
3,22,7.33333333333333,64.2134947916667,7,1604,5813021446,KCab-c_R
4,69,17.25,83.13085,8,1605,5813021447,KCab-c_R
7,104,14.8571428571429,79.4016121651786,13,1606,5813021449,KCab-m_R
6,146,24.3333333333333,59.7632882254464,23,1607,5813021452,KCg-m_R
4,71,17.75,53.3390400390625,15,1608,5813021463,KCab-m_R
5,89,17.8,68.21703125,10,1609,5813021464,KCab-s_R
5,94,18.8,82.21824921875,11,1610,5813021465,KCab-m_R
8,152,19,68.604419921875,17,1611,5813021469,KCg-m_R
5,51,10.2,62.7275890625,13,1612,5813021471,KCab-c_R
6,83,13.8333333333333,71.5685553385417,10,1613,5813021642,KCa'b'-m_R
6,109,18.1666666666667,51.2809557291667,13,1614,5813021645,KCa'b'-m_R
4,65,16.25,49.78030859375,9,1615,5813021647,KCab-m_R
6,147,24.5,71.239275390625,35,1616,5813021659,KCg-m_R
5,58,11.6,58.651885546875,14,1617,5813021736,KCa'b'-ap2_R
6,100,16.6666666666667,57.9106080729167,12,1618,5813021748,KCa'b'-ap2_R
5,64,12.8,88.9277859375,15,1619,5813021766,KCa'b'-ap2_R
3,58,19.3333333333333,70.11662109375,11,1620,5813021772,KCa'b'-m_R
4,50,12.5,91.7933203125,6,1621,5813021778,KCa'b'-m_R
3,62,20.6666666666667,95.4727578125,11,1622,5813021779,KCa'b'-ap2_R
5,56,11.2,60.533325,12,1623,5813021781,KCa'b'-ap2_R
6,98,16.3333333333333,102.83476171875,19,1624,5813021786,KCa'b'-m_R
4,57,14.25,47.284728515625,8,1626,5813021792,KCa'b'-m_R
5,72,14.4,79.509065625,19,1627,5813021799,KCa'b'-ap2_R
2,59,29.5,85.65927734375,10,1629,5813021806,KCa'b'-ap2_R
3,86,28.6666666666667,41.358201171875,12,1634,5813021832,KCa'b'-m_R
5,54,10.8,81.20210234375,12,1635,5813021848,KCa'b'-ap2_R
7,165,23.5714285714286,58.9184559151786,20,1637,5813021865,KCg-m_R
2,56,28,65.1664375,14,1638,5813021989,KCab-c_R
5,86,17.2,78.68839140625,18,1639,5813021999,KCab-c_R
3,98,32.6666666666667,91.4920677083334,13,1641,5813022042,KCab-c_R
6,93,15.5,79.784955078125,19,1642,5813022049,KCab-m_R
4,53,13.25,78.42016875,16,1643,5813022050,KCab-c_R
4,82,20.5,62.641689453125,6,1644,5813022054,KCab-m_R
10,208,20.8,70.10745,21,1645,5813022060,KCg-m_R
6,92,15.3333333333333,65.8692180989583,14,1646,5813022117,KCa'b'-ap2_R
6,148,24.6666666666667,55.2369055989583,27,1647,5813022119,KCg-m_R
7,178,25.4285714285714,53.9949933035714,34,1648,5813022133,KCg-m_R
6,99,16.5,64.543470703125,10,1649,5813022175,KCab-m_R
8,155,19.375,83.994013671875,20,1650,5813022203,KCg-m_R
8,174,21.75,65.7953974609375,21,1651,5813022207,KCg-m_R
6,131,21.8333333333333,56.5745989583333,19,1652,5813022210,KCg-m_R
6,96,16,69.3748313802083,5,1653,5813022212,KCab-s_R
8,119,14.875,58.4482836914063,17,1657,5813022352,KCg-m_R
10,150,15,52.68723046875,28,1658,5813027400,KCg-m_R
7,142,20.2857142857143,55.6229129464286,28,1659,5813027460,KCg-m_R
4,69,17.25,53.837425390625,7,1660,5813027584,KCab-m_R
9,128,14.2222222222222,61.3434826388889,32,1661,5813027704,KCg-m_R
4,26,6.5,65.3998720703125,10,1663,5813032245,KCab-c_R
6,150,25,47.7987610677083,28,1664,5813032541,KCg-m_R
4,73,18.25,60.29880703125,23,1665,5813032552,KCg-m_R
4,74,18.5,64.3232275390625,9,1667,5813032694,KCab-m_R
5,40,8,64.62437890625,7,1668,5813032702,KCab-c_R
5,72,14.4,48.43893828125,11,1669,5813032734,KCab-m_R
5,124,24.8,62.78846171875,11,1670,5813032759,KCab-m_R
9,155,17.2222222222222,43.5232465277778,27,1672,5813032782,KCg-m_R
4,46,11.5,59.198619140625,8,1673,5813032811,KCa'b'-m_R
4,63,15.75,77.7061904296875,10,1674,5813032868,KCa'b'-ap2_R
3,30,10,56.9785911458333,10,1675,5813032874,KCa'b'-ap2_R
7,72,10.2857142857143,57.9450256696429,11,1678,5813032896,KCa'b'-ap2_R
5,95,19,53.360403125,21,1679,5813032900,KCa'b'-ap2_R
6,53,8.83333333333333,85.3277994791667,14,1681,5813032946,KCab-c_R
9,145,16.1111111111111,77.822241015625,21,1682,5813032967,KCg-m_R
7,88,12.5714285714286,65.4228286830357,8,1683,5813033009,KCab-s_R
9,174,19.3333333333333,53.3376072048611,23,1684,5813033012,KCg-m_R
8,145,18.125,68.8353950195312,26,1685,5813033059,KCg-m_R
8,166,20.75,64.5503081054688,27,1686,5813033065,KCg-m_R
3,46,15.3333333333333,84.3667916666667,6,1689,5813033127,KCa'b'-ap2_R
10,131,13.1,100.51856015625,12,1690,5813033144,KCg-m_R
5,79,15.8,58.9458515625,15,1691,5813033208,KCa'b'-ap2_R
7,186,26.5714285714286,61.9048113839286,22,1692,5813033226,KCg-m_R
3,41,13.6666666666667,80.4473671875,8,1693,5813033259,KCab-c_R
4,73,18.25,51.8281904296875,11,1694,5813033267,KCab-m_R
4,56,14,62.384666015625,7,1695,5813033277,KCab-m_R
6,86,14.3333333333333,71.012423828125,9,1697,5813035558,KCab-s_R
6,156,26,80.2812712053571,25,1698,5813035612,KCg-m_R
7,222,31.7142857142857,89.4031227678571,24,1701,5813040171,KCg-m_R
11,156,14.1818181818182,73.0124307528409,23,1702,5813041206,KCg-m_R
